Kind,Name,AvgCyclomatic,CountLine
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.getSynchronizer",,16
Private Static Generic Method,"org.apache.commons.configuration2.AbstractConfiguration.handleDefaultCollection",,29
TypeVariable,"org.apache.commons.configuration2.AbstractConfiguration.handleDefaultCollection.T",0,0
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.immutableSubset",,4
Protected Method,"org.apache.commons.configuration2.AbstractConfiguration.initLogger",,11
Private Method,"org.apache.commons.configuration2.AbstractConfiguration.installDefaultInterpolator",,11
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.installInterpolator",,20
Protected Method,"org.apache.commons.configuration2.AbstractConfiguration.interpolate",,14
Protected Method,"org.apache.commons.configuration2.AbstractConfiguration.interpolate",,12
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.interpolatedConfiguration",,32
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.isEmpty",,16
Protected Abstract Method,"org.apache.commons.configuration2.AbstractConfiguration.isEmptyInternal",,9
Protected Method,"org.apache.commons.configuration2.AbstractConfiguration.isScalarValue",,17
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.isThrowExceptionOnMissing",,9
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.lock",,23
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.setConfigurationDecoder",,12
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.setConversionHandler",,24
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.setDefaultLookups",,39
Public Method,"org.apache.commons.configuration2.AbstractConfiguration.setInterpolator",,11
